Tweet	Label
<USER> اكتب السعوديه زين لا افقع وجهك	dangerous
<USER> <USER> ميميز الجحش انبح ياحيوان نحرقك وترى عادي لو استمرت سنتين عادي اللهم لك الحمد حدودنا مأمن من الله	dangerous
<USER> <USER> اقوووول وفاء فكككي الحظر احسن لا اجي افقع وجهك	dangerous
<USER> 😂😂 اقوول لا تحتكين بزوجتي لااذبحك	safe
<USER> لا تزعجوني لا اذبحكم الي بلااافتارر !	dangerous
<USER> <USER> بكرة اكبر و اضربكوا	safe
<USER> <USER> تميم او نحرقكم انتم 😉	safe
<USER> <USER> خلاص ااااسف لا افقع وجهك 😂	safe
<USER> الحمار دايم حمار مااستفدتوا من الدرس هاذا لازم نضربكم على قفاكم زي الجهال انتوا بشر ولاحيونات	dangerous
<USER> <USER> ايوةً معناها اضربك او اكفخك .. اختلاف لهجات	safe
<USER> <USER> هى السبب اضربكوا انتو الاتنين	dangerous
<USER> هههههههههههههه اذبحك ترا	safe
<USER> 😂😂😂😂اكيد طبعاً انها غريزة مش شايف هموت على الست ازي انا كنت ناوية اقتلك من ردك العقلاني	safe
<USER> انت ممكن اجيلك مخصوص علشان اضربك بس 👊	dangerous
<USER> وش الي ويه لا اطعنك وانتي وشو ؟	safe
<USER> <USER> اذبحك لو تحذفها 😂😂😂	safe
<USER> ماذبحكم الا ناقصات العقل 😂	safe
<USER> معنها بالقصيمي ابوسك وبالجنوبي اذبحك وفيصل قال معهنا بالكويتي مب زين بس مدري شنو معنعا	safe
<USER> أخر شي تصير السالفه سخيفه افقع وجهك	safe
<USER> <USER> <USER> <USER> انا كل يوم اضربك وما تتاثرين شكلك حمار اصيل 😂😂😂😂😂	safe
<USER> <USER> معليك مستحيل انسى اني اذبحك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> <USER> طب شوف فاضي امتي و نظبط حالنا عشان نضربك و نعبطك 😂👊	safe
<USER> ههههههههههههههه ده بجد حصل هههههههههههههههههه عمو عمو ممكن اضربك و ادخل جوه	safe
<USER> طب مانضربك بالنار احسن 😇😄	safe
<USER> ما عندي حركات مبزره يا ترضى يا اذبحك هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> لا تعمم لا اطعنك مو كلنا نفس هالخروف	dangerous
<USER> استمرى لغيت ماجى اضربك على وشك😒	dangerous
<USER> <USER> امشى من وجهى دلوقتي احسن اذبحك 😁😁😁🏃🏃🏃	safe
<USER> <USER> لا تحط هالفيسات لا اطعنك	dangerous
<USER> انى اقتلك من غير الم مثلا هتبقى اغلى حاجة	safe
<USER> قلنالك هتيجى راكع وساعتها هتتمنى نضربك بالرصاص زى كلاب الشوارع 😂🔥👊	safe
<USER> <USER> احرقك الله يا الهباش يا صهيوني يا مجرم	dangerous
<USER> باقي انتي يبيلك صاروخ يطلعك من الحفره يالفاره وترا باقي بنضربكم اكثر 😄✋	safe
<USER> <USER> مرهههه انا لو يعطوني مليون و اقتلك قتلتك ☹️❤️	safe
<USER> اذا تببوون مساواه نضربكم ونضرب ابوكم	dangerous
<USER> <USER> <USER> ليش ما لجأتو لهم يوم اغتصبكم صدام؟ ليش لجأتو للسعودية ؟	safe
<USER> تقتلي ابويا واقتلك ابوكي خلصانة✋	safe
<USER> آه تهوني 😂😂😂 مش بس اقتلك اسلخك كمان 💔	safe
<USER> نضربك بشبشب صبع نخليك تاير	dangerous
<USER> <USER> سوف تبدا الحرب ورب العرش العظيم سوف نحرقكم حرق انتم يامخنثييين يا خنزير العرب يا خاونه	dangerous
<USER> نام بقى بدل ما اضربك بالكروكس	safe
<USER> ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه بخطفك بكسرك وبرجعك مارح اذبحك عشان تتعذب	safe
<USER> ههههه انتبهي لا ياذبحك حب الفقراوي بس 😂	safe
<USER> مش كنت هتنام انت ولا اقتلك دلوقت	dangerous
<USER> أبشرى يا نوران خلاص لقيت الشخص دا وحاليا بنحط الخطة اللى هنقتلك بيها عشان متهربيش🌚🏃	safe
<USER> <USER> ارسلها ثاني وباحرقك	dangerous
<USER> اخسي م اضربكك روحي انتي	safe
<USER> اه بس لو اتزوج وحده تقول شغل فيفا واختار لي اي فريق خلني اخلص اللي في بيدي واجي افقع وجهك بلاستيشن 💔	safe
<USER> <USER> لا دنا نقتلك لو مقولتيش😂😂😂😂	safe
<USER> الدون احرقكم قهركم اعترفو	safe
<USER> <USER> <USER> يا كلب لاتساير ولا اقتلك تو حمار فهم صفر	dangerous
<USER> بنجي نغتصبكم ترى مو من صالحكم يجي الهلال ويصلخكم صلح قدام العشره نفر	safe
<USER> يالله نبي روابط انشر شوف كيف افجركم	dangerous
<USER> <USER> انا اللىfeeling blessedاقتلك ازاى بس انا بموت فيكى😻	safe
<USER> <USER> اقدر افجرك يالدجاجه انت	dangerous
<USER> حمييييسسسسسسه اتق الله وحليييب اءءءءء يمكن اطعنك لو تاكلها قدامي	safe
<USER> بليييز ترا هو حياتي الوحيده اذا حرقتيه احرقك معاه مقدر	safe
<USER> ماتياس مقابل فيتفا اذبحك لو تصير	safe
<USER> <USER> اي عشان لا اذبحك 😎🚬	safe
<USER> هي جابو الاول 😢 اذا جابو تاني بكرا رح اضربك 😂	safe
<USER> ايناس جدي بعينك انطمي لاقتلك 😂😂😂😂😂😂حرام حدا ياخد رأيك	safe
<USER> ميعادنا بكره على وارد الفين جيوب شاص مانحرك دبلها	safe
<USER> بأذن الله ياسلطان انحرك امام مسرح شاطي الدعاره وهو مكان خروجك	dangerous
<USER> والقنابل الفسفورية والعنقودية والفراغية وتدمير المستشفيات والحصار للسنين أين كُنتُم وأين انتم منه قبحكم الله ما افجركم	safe
<USER> <USER> <USER> اجل خن اريحك من الحياة 😆واقتلك	safe
<USER> كيييذا افقع وجهك وسحب خشمك	dangerous
<USER> بكيف اهلك الذين قال جاريه ياليت لو اغتصبك انتي	safe
<USER> روح صل في المسجد سليمان الفارسي ولا اجيك افقع وجهك يا🐸😜	safe
<USER> ماذبحك الا الكود رد يالدبيبه 😂😂😂😂	safe
<USER> <USER> فيراتي ي الصيني لا اذبحك	safe
<USER> لا يغرك انا قويه اذبحكم بيد وحده	safe
<USER> مدري لكن ترا ب اذبحك واكلك انت ودجاجة تبعك كل شي اشوفها	safe
<USER> خلاص لا جا رح عب قاروة بنزين واشطفني احرقكك انت والغيرة 🌚❤️❤️	safe
<USER> انا اقول ي ليت تولّين عنّي لا اقتلك	dangerous
<USER> 😂😂😂🤦🏻‍♀️ ممكن اقتلك	safe
<USER> اي انتبه تقرب ولا احرقك🌝💔	safe
<USER> <USER> إزاي قول قول مش هاقتلك دلوقتي لسه 😎	safe
<USER> آه ما ارقك واعذبك يا احمد 🌹🌹🌹🌹	safe
<USER> الله يحرقكم ويحرق كل ايران معكم يامجوس انتم لستم مسلمين انتم كفار احرقكم الله بنيران جهنم ونصر درعا على الفرس والروس	dangerous
<USER> اقتلك حنخسرو مش مصدق ما تشوفو غير دعس في تورينو	safe
<USER> <USER> انت اسكت بس لا اذبحك	dangerous
<USER> اذا مانكتني عدل راح اضربك هه	safe
<USER> <USER> بكره اخوك يبيعك لنا يا حمار او نقتلك وتكون جيفه منتنه نهايتها الى جهنم وبئس المصير	dangerous
<USER> <USER> اضربكو بالخرية 👋💩	safe
<USER> <USER> <USER> <USER> <USER> حنا الي بنقتلك انت وأطفالك	dangerous
<USER> <USER> وخري عن زوجتي لا اطعنك	dangerous
<USER> وربي اذبحك ترا غيرتي مجنونة الا سوستي😒🔪	dangerous
<USER> <USER> ماشي حالك غير اطلع سلاحي تو اطعنك نعم😒 اندوج هه 🔪🔪🔪	safe
<USER> بنحرقك انت ليش نصب ههههه	safe
<USER> ياليل بتتركين طقطقتك علي ولااجيب قتالة الذبان اقتلك 😐	safe
<USER> اقتلك وافتك منك انتي كمان	dangerous
<USER> طب اضربك بالنار ازاي بالإيموچي المهزأ ده 🔫	safe
<USER> الله افجرك وحنا سالمين	dangerous
<USER> ماذبحك الا "د" ياجاهل ماجبت شي من عندي قاااالها ولد سلطان تنكر	safe
<USER> يربيه لا تجرحي لا اطعنك	safe
<USER> خخخخخخخخخخخخخخخخخخخخخخخخخخ لا تجيب طاري مونتيلا لا اذبحك	safe
<USER> <USER> هروح اجيب ورق مذاكره اقتلك بيه داون اوف جاستس	safe
<USER> الهشتاق اتوقع انه للنصر ف عضي شحمه واذلفي برا الهشتاق لا افقع وجهك	safe
<USER> ماتكلمنيش ب الطريقة دي لحسن اقوم اضربك قال اربع نسوة قال 😠	dangerous
<USER> <USER> <USER> الخلا يالخكري ولا عاد تمنشني والا افقع وجهك 🤣 انتهى وقتي معك والبلوك واجد عليك	safe
<USER> <USER> <USER> <USER> قلت لك هيمونه عسكريه غبيه اولآ اعذبك نغسيآ واتلذذفيك واتشفى ثم أجهز عليك بتفله ف وجهك 😭😭	dangerous
<USER> شدخل السمنه بالاسم ؟ اذبحك انتي وتفكيرك 🤓	safe
<USER> 😂😂😂😂🔪🔪🔪ذكرني اطعنك	safe
<USER> هاضربكم بالجزمة القديمة ياشوية زبالة	dangerous
<USER> شدخل ايران قالو الك العشار المنفلهزحصلو عدهم اسحله ازيد من الجيش تدري اخوي هسه العشاير صارت بوك علني لو تنطي لو اقتلك	safe
<USER> ساقتلك ساقتلك بصوت صلاح ابن الناظر	safe
<USER> لا بس عشان مزعلكيش واجي افجرك انا	safe
<USER> رهففف احمدي ربك بس لا اجي اضربك وادرسي واختبري وعطلي ويالله من فضلك 😂💔😤	safe
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> خلاص قالت انت يعني انت ارفع رجولك نضربك فلكه 😂🏃‍♀️	safe
<USER> اقدمك يالغشيم واقتلك 😂	safe
<USER> اعتذر من الصعب الاستمرار معك بسبب صعوبة فهم الحمير للبشر فأنا بعيد عنك لا استطيع ان اضربك بالعصا ولا ان اطعمك فاذهب ايها الحمار	safe
